street_name,latitude,longitude
PUNGGOL FIELD,1.399517353,103.9056068
PUNGGOL FIELD WALK,1.395830754,103.9090419
PUNGGOL PL,1.403156153,103.9030362
PUNGGOL RD,1.395308953,103.9024521
PUNGGOL WALK,1.404654153,103.9001731
PUNGGOL WAY,1.410644652,103.8997623
QUEEN ST,1.299606956,103.8534544
QUEEN'S CL,1.293154856,103.7999302
QUEEN'S RD,1.320733655,103.809313
QUEENSWAY,1.295218656,103.7993204
RACE COURSE RD,1.311721355,103.8529957
REDHILL CL,1.286603356,103.8169438
REDHILL LANE,1.288166756,103.8186394
REDHILL RD,1.287709056,103.8161209
RIVERVALE CRES,1.389504303,103.9059904
RIVERVALE DR,1.387363253,103.9045353
RIVERVALE ST,1.388446853,103.9035583
RIVERVALE WALK,1.383443653,103.9008961
ROCHOR RD,1.299395256,103.857031
ROWELL RD,1.308507455,103.8550657
SAGO LANE,1.281334956,103.8442192
SAUJANA RD,1.382387153,103.7669951
SEGAR RD,1.388356453,103.7712952
SELEGIE RD,1.303136855,103.8500288
SELETAR WEST FARMWAY 6,1.397710353,103.8653223
SEMBAWANG CL,1.447502051,103.817362
SEMBAWANG CRES,1.444771251,103.8167441
SEMBAWANG DR,1.452605651,103.8168601
SEMBAWANG RD,1.432538052,103.8266834
SEMBAWANG VISTA,1.447234351,103.8208731
SEMBAWANG WAY,1.448574951,103.8164473
SENG POH RD,1.285002356,103.8329853
SENGKANG CTRL,1.384625753,103.89326
SENGKANG EAST AVE,1.386702153,103.8934219
SENGKANG EAST RD,1.390614853,103.892595
SENGKANG EAST WAY,1.392304653,103.8966286
SENGKANG WEST AVE,1.391077453,103.8764704
SENGKANG WEST WAY,1.395291053,103.8771716
SENJA LINK,1.387158253,103.7627623
SENJA RD,1.386734253,103.761765
SERANGOON AVE 1,1.347608654,103.8750983
SERANGOON AVE 2,1.351616854,103.8698876
SERANGOON AVE 3,1.351569754,103.868202
SERANGOON AVE 4,1.358339754,103.8706684
SERANGOON CTRL,1.351203954,103.8729486
SERANGOON CTRL DR,1.354720754,103.8715766
SERANGOON NTH AVE 1,1.365425254,103.8724325
SERANGOON NTH AVE 2,1.368994954,103.8748892
SERANGOON NTH AVE 3,1.373044954,103.8715196
SERANGOON NTH AVE 4,1.373661954,103.8732874
SHORT ST,1.302807855,103.8508422
SHUNFU RD,1.352066254,103.8374175
SILAT AVE,1.276626656,103.8305205
SIMEI LANE,1.343399354,103.9583633
SIMEI RD,1.344340354,103.9577132
SIMEI ST 1,1.345595154,103.9543441
SIMEI ST 2,1.344845554,103.9549614
SIMEI ST 4,1.342075454,103.9559211
SIMEI ST 5,1.343977554,103.9540654
SIMS AVE,1.315905455,103.8866705
SIMS DR,1.318197955,103.8789064
SIMS PL,1.317225855,103.8798537
SIN MING AVE,1.363311254,103.8362004
SIN MING RD,1.355965754,103.8377125
SMITH ST,1.282553656,103.8438764
SPOTTISWOODE PK RD,1.275363256,103.8372361
ST. GEORGE'S LANE,1.322381455,103.8617074
ST. GEORGE'S RD,1.323199555,103.8623508
STIRLING RD,1.295398156,103.8043661
STRATHMORE AVE,1.293800556,103.8098902
SUMANG LANE,1.402549753,103.892424
SUMANG LINK,1.410508552,103.9001373
SUMANG WALK,1.408321653,103.8959568
TAH CHING RD,1.337581654,103.7230413
TAMAN HO SWEE,1.287819156,103.8319902
TAMPINES AVE 1,1.346490454,103.93385
TAMPINES AVE 4,1.351751054,103.942275
TAMPINES AVE 5,1.350366154,103.9414539
TAMPINES AVE 7,1.356700154,103.9510371
TAMPINES AVE 8,1.352821154,103.9305412
TAMPINES AVE 9,1.360360154,103.9432939
TAMPINES CTRL 1,1.354631254,103.9452196
TAMPINES CTRL 7,1.358202154,103.9400585
TAMPINES CTRL 8,1.356718154,103.9405105
TAMPINES ST 11,1.345618454,103.9469039
TAMPINES ST 12,1.349969154,103.945057
TAMPINES ST 21,1.351685654,103.9489374
TAMPINES ST 22,1.349153254,103.9510475
TAMPINES ST 23,1.353851954,103.9533369
TAMPINES ST 24,1.355403054,103.9517237
TAMPINES ST 32,1.353863854,103.9578765
TAMPINES ST 33,1.352223354,103.9600461
TAMPINES ST 34,1.355993954,103.9600722
TAMPINES ST 41,1.358911154,103.9486227
TAMPINES ST 42,1.358670154,103.9523496
TAMPINES ST 43,1.361133054,103.951895
TAMPINES ST 44,1.360180154,103.9538528
TAMPINES ST 45,1.359211754,103.957766
TAMPINES ST 71,1.357899654,103.933317
TAMPINES ST 72,1.359418654,103.9346378
TAMPINES ST 81,1.348447054,103.9336748
TAMPINES ST 82,1.351678454,103.936544
TAMPINES ST 83,1.353271354,103.9344317
TAMPINES ST 84,1.352763954,103.932436
TAMPINES ST 86,1.352989654,103.929131
TAMPINES ST 91,1.348419354,103.9390926
TANGLIN HALT RD,1.302230655,103.7972528
TAO CHING RD,1.333005355,103.7240259
TEBAN GDNS RD,1.322063155,103.7414676
TECK WHYE AVE,1.381279953,103.7539017
TECK WHYE CRES,1.382729753,103.7528872
TECK WHYE LANE,1.378962753,103.7525869
TELOK BLANGAH CRES,1.277120956,103.8201938
TELOK BLANGAH DR,1.273000456,103.8077918
TELOK BLANGAH HTS,1.276734156,103.8114237
TELOK BLANGAH RISE,1.272818956,103.8212602
TELOK BLANGAH ST 31,1.275193156,103.8067257
TELOK BLANGAH WAY,1.275922056,103.8191524
TESSENSOHN RD,1.315281255,103.8560105
TG PAGAR PLAZA,1.275286656,103.843083
TIONG BAHRU RD,1.284945456,103.8340398
TOA PAYOH CTRL,1.334328455,103.8490167
TOA PAYOH EAST,1.334268955,103.857315
TOA PAYOH NTH,1.341746854,103.8492876
TOH GUAN RD,1.336408655,103.7475625
TOH YI DR,1.338144654,103.7716013
TOWNER RD,1.319888655,103.8587594
UBI AVE 1,1.326321555,103.8980512
UPP ALJUNIED LANE,1.334304655,103.8795574
UPP BOON KENG RD,1.314445355,103.8720551
UPP CROSS ST,1.285519356,103.8432656
UPP SERANGOON CRES,1.377342276,103.9005677
UPP SERANGOON RD,1.357711754,103.8824381
UPP SERANGOON VIEW,1.374934153,103.9030688
VEERASAMY RD,1.307495955,103.8543375
WATERLOO ST,1.298842856,103.8515265
WELLINGTON CIRCLE,1.453178951,103.8215667
WEST COAST DR,1.313892655,103.7592861
WEST COAST RD,1.310305655,103.7563132
WHAMPOA DR,1.323653755,103.8564779
WHAMPOA RD,1.326069555,103.8563286
WHAMPOA STH,1.324437755,103.8668966
WHAMPOA WEST,1.320860955,103.863597
WOODLANDS AVE 1,1.431535752,103.7850861
WOODLANDS AVE 3,1.432253252,103.7736718
WOODLANDS AVE 4,1.438222252,103.7956876
WOODLANDS AVE 5,1.435106852,103.7924086
WOODLANDS AVE 6,1.438843852,103.8029543
WOODLANDS AVE 9,1.448271951,103.7985818
WOODLANDS CIRCLE,1.444549651,103.7980528
WOODLANDS CRES,1.446916751,103.8023824
WOODLANDS CTR RD,1.437852652,103.7709941
WOODLANDS DR 14,1.431750152,103.7914983
WOODLANDS DR 16,1.430281152,103.7945913
WOODLANDS DR 40,1.442191852,103.7959697
WOODLANDS DR 42,1.437036952,103.7968992
WOODLANDS DR 44,1.431497252,103.7944615
WOODLANDS DR 50,1.437125552,103.7935492
WOODLANDS DR 52,1.434108752,103.7994223
WOODLANDS DR 53,1.432457752,103.7971191
WOODLANDS DR 60,1.447012851,103.7996966
WOODLANDS DR 62,1.439426052,103.8053502
WOODLANDS DR 70,1.441307452,103.7982683
WOODLANDS DR 71,1.439837052,103.8001835
WOODLANDS DR 72,1.443491552,103.8043732
WOODLANDS DR 73,1.441087852,103.8060635
WOODLANDS DR 75,1.441752252,103.8080852
WOODLANDS RING RD,1.438498252,103.7992532
WOODLANDS RISE,1.446693151,103.8043527
WOODLANDS ST 11,1.433508052,103.7756211
WOODLANDS ST 13,1.435044552,103.7776332
WOODLANDS ST 31,1.430548652,103.7749458
WOODLANDS ST 32,1.431029652,103.780114
WOODLANDS ST 41,1.429394552,103.773127
WOODLANDS ST 81,1.441541152,103.7891758
WOODLANDS ST 82,1.443339252,103.7913609
WOODLANDS ST 83,1.440883952,103.7936528
YISHUN AVE 1,1.417810752,103.8461194
YISHUN AVE 2,1.426011252,103.8350608
YISHUN AVE 3,1.423841152,103.8298805
YISHUN AVE 4,1.418655552,103.8406242
YISHUN AVE 5,1.430556952,103.8308518
YISHUN AVE 6,1.433058352,103.8452733
YISHUN AVE 7,1.438559452,103.8331693
YISHUN AVE 9,1.433946852,103.8418086
YISHUN AVE 11,1.424731452,103.8445847
YISHUN CTRL,1.426380702,103.8405091
YISHUN CTRL 1,1.428536252,103.837285
YISHUN RING RD,1.426129452,103.8320705
YISHUN ST 11,1.432235152,103.8327616
YISHUN ST 20,1.436068152,103.8353146
YISHUN ST 21,1.433170852,103.8368255
YISHUN ST 22,1.437233252,103.8374669
YISHUN ST 31,1.431606352,103.8457915
YISHUN ST 41,1.419546452,103.8454097
YISHUN ST 51,1.416431852,103.8433268
YISHUN ST 61,1.420651852,103.8376988
YISHUN ST 71,1.427178552,103.829547
YISHUN ST 72,1.426849252,103.8326282
YISHUN ST 81,1.415147552,103.8372989
YUAN CHING RD,1.335211755,103.7250446
YUNG AN RD,1.336742355,103.7194723
YUNG HO RD,1.326601455,103.7226734
YUNG KUANG RD,1.331553155,103.7230531
YUNG LOH RD,1.327653755,103.7221401
YUNG PING RD,1.329938055,103.7220682
YUNG SHENG RD,1.334980155,103.7212366
ZION RD,1.291320156,103.8325721
